"Term","padj","comparison","cell_type","gene_set","enrich_type","neg_log10_padj"
"potassium ion export across plasma membrane",0.0100085292251534,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.99962973833791
"regulation of neurogenesis",0.0101543146566763,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.99334938302902
"cellular response to endogenous stimulus",0.0101543146566763,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.99334938302902
"cell development",0.0101543146566763,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.99334938302902
"striated muscle tissue development",0.0109503710790871,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.96057116348421
"response to increased oxygen levels",0.011125301645566,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.95368820495568
"regulation of plasma membrane bounded cell projection organization",0.0125566053521925,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.90112775519089
"developmental growth involved in morphogenesis",0.0128074165040182,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.89253846675846
"monoatomic cation transport",0.0128074165040182,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.89253846675846
"developmental cell growth",0.0128197877004936,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.89211916680375
"muscle tissue development",0.0130972717866493,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.88281916017625
"central nervous system development",0.0130972717866493,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.88281916017625
"regulation of cell projection organization",0.0131116111307801,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.8823439397198
"cranial nerve morphogenesis",0.0145800608327819,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.83624066399566
"collagen metabolic process",0.015842798382272,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.80016810465064
"response to lipid",0.0163855653073829,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.78553857072092
"positive regulation of cellular process",0.0166324355089213,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.77904415182443
"head development",0.0166391541431349,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.77886875498676
"regulation of cell adhesion",0.0166391541431349,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.77886875498676
"gland development",0.0166391541431349,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.77886875498676
"positive regulation of cell development",0.0170133176964444,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.76921098816512
"negative regulation of cell adhesion",0.017128928092842,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.76626981379628
"mesenchyme development",0.0173583019260733,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.7604927618903
"animal organ morphogenesis",0.0173756119361324,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.76005989143968
"regulation of gliogenesis",0.0176385876403906,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.75353619270428
"response to stress",0.0181346081905262,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.74149182318422
"cellular response to stress",0.0181346081905262,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.74149182318422
"response to hypoxia",0.0181346081905262,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.74149182318422
"cellular hyperosmotic response",0.0184730858919484,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.73346055047741
"regulation of astrocyte differentiation",0.0184730858919484,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.73346055047741
"negative regulation of exit from mitosis",0.0184730858919484,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.73346055047741
"fucose transmembrane transport",0.0184730858919484,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.73346055047741
"rhombomere formation",0.0184730858919484,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.73346055047741
"rhombomere structural organization",0.0184730858919484,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.73346055047741
"rhombomere 3 structural organization",0.0184730858919484,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.73346055047741
"rhombomere 3 formation",0.0184730858919484,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.73346055047741
"rhombomere 5 morphogenesis",0.0184730858919484,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.73346055047741
"rhombomere 5 structural organization",0.0184730858919484,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.73346055047741
"rhombomere 5 formation",0.0184730858919484,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.73346055047741
"seminal vesicle epithelium development",0.0184730858919484,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.73346055047741
"negative regulation of hepatocyte differentiation",0.0184730858919484,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.73346055047741
"cellular response to vitamin E",0.0184730858919484,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.73346055047741
"cellular response to chemical stress",0.0208405476482684,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.68109087282472
"positive regulation of cell migration",0.0212656962743047,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.6723203931927
"regulation of nervous system process",0.0218657992169502,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.66023464412896
"response to decreased oxygen levels",0.0229426157538683,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.63935706844396
"hyperosmotic response",0.0230540090607052,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.63725354048932
"monoatomic ion transport",0.0236470257308281,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.62622347606442
"negative regulation of endothelial cell proliferation",0.0236470257308281,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.62622347606442
"regulation of axonogenesis",0.0236470257308281,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.62622347606442
"positive regulation of cell motility",0.0244760041615997,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.61125948163327
"circulatory system development",0.0249627299197115,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.60270792202501
"actin filament bundle assembly",0.02540010899143,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.59516441982593
"biological regulation",0.02540010899143,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.59516441982593
"regulation of cell development",0.0257368230926249,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.58944506265672
"positive regulation of cellular component organization",0.0257368230926249,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.58944506265672
"positive regulation of biological process",0.0257368230926249,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.58944506265672
"actin filament bundle organization",0.0257368230926249,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.58944506265672
"positive regulation of locomotion",0.0263961071269683,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.57846011774904
"cell-cell adhesion",0.0263961071269683,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.57846011774904
"regulation of system process",0.0265430382118298,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.57604936771448
"liver development",0.0270092065530867,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.56848817385318
"negative regulation of cell growth",0.0272299934929587,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.56495246244162
"hepaticobiliary system development",0.0278583390163097,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.55504478086092
"regulation of metal ion transport",0.0287362844930328,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.54156938541846
"transport",0.0294956497097842,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.53024203305081
"myelination",0.0299107177649618,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.52417316511572
"regulation of actin filament-based process",0.0299107177649618,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.52417316511572
"ensheathment of neurons",0.0305453953594556,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.5150542492742
"axon ensheathment",0.0305453953594556,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.5150542492742
"potassium ion transmembrane transport",0.0314354378888799,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.50258048564305
"neuron projection extension",0.0314354378888799,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.50258048564305
"positive regulation of epithelial to mesenchymal transition",0.0319177141045384,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.4959682196814
"negative regulation of epithelial cell differentiation",0.0319177141045384,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.4959682196814
"cellular response to oxygen levels",0.0325722184506232,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.48715266120629
"skeletal muscle tissue development",0.0332462943388372,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.47825675450768
"cranial nerve development",0.0345507740026286,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.46154221916372
"regulation of biological process",0.0354183283934946,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.45077193966239
"import across plasma membrane",0.0357590589219621,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.44661391913722
"negative regulation of BMP signaling pathway",0.0361212322917221,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.44223744195859
"cellular response to steroid hormone stimulus",0.0376370030182667,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.42438496612812
"skeletal muscle organ development",0.0380861262841431,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.4192331969104
"negative regulation of cell-substrate adhesion",0.0380861262841431,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.4192331969104
"collagen fibril organization",0.0380861262841431,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.4192331969104
"positive regulation of cell projection organization",0.0380861262841431,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.4192331969104
"regulation of response to stimulus",0.0380861262841431,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.4192331969104
"negative regulation of developmental process",0.0380861262841431,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.4192331969104
"cellular response to growth factor stimulus",0.0380861262841431,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.4192331969104
"export from cell",0.0380861262841431,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.4192331969104
"establishment of localization",0.0388970800392849,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.41008299945638
"brain development",0.039734793599626,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.40082903856193
"Wnt signaling pathway",0.039862977015653,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.39943027078376
"regulation of blood coagulation",0.0404764692231619,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.39279737817851
"collagen biosynthetic process",0.0404764692231619,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.39279737817851
"muscle structure development",0.040780591399823,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.38954648037697
"regulation of monoatomic ion transport",0.040780591399823,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.38954648037697
"regulation of hemostasis",0.0420374980140628,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.37636314019427
"response to growth factor",0.0423895702643052,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.37274098618684
"negative regulation of growth",0.0425720752300315,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.37087517906918
"maintenance of protein location",0.0425720752300315,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.37087517906918
"regulation of coagulation",0.0425720752300315,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.37087517906918
"long-term synaptic potentiation",0.0425720752300315,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.37087517906918
"blood vessel development",0.0425720752300315,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.37087517906918
"inorganic cation transmembrane transport",0.0425720752300315,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.37087517906918
"positive regulation of protein modification process",0.0425720752300315,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.37087517906918
"rhythmic behavior",0.0425720752300315,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.37087517906918
"regulation of cellular process",0.0425720752300315,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.37087517906918
"cellular process",0.0425720752300315,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.37087517906918
"supramolecular fiber organization",0.0425720752300315,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.37087517906918
"regulation of canonical Wnt signaling pathway",0.0426906305863218,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.36966743015419
"regulation of vascular associated smooth muscle cell proliferation",0.0433685557739106,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.36282504014925
"localization",0.0433685557739106,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.36282504014925
"response to chemical",0.043403570070329,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.36247454702949
"axonogenesis",0.0442216064932543,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.35436548431537
"cellular response to osmotic stress",0.044361430749151,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.3529944553894
"cell surface receptor signaling pathway",0.044361430749151,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.3529944553894
"regulation of cell-cell adhesion",0.044361430749151,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.3529944553894
"sodium ion transport",0.044361430749151,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.3529944553894
"actin filament-based process",0.0445655939841167,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.35100030068996
"monoatomic cation transmembrane transport",0.045254809112669,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.34433526264403
"vascular associated smooth muscle cell proliferation",0.0454411905218751,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.34255029898921
"vasculature development",0.0454411905218751,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.34255029898921
"response to peptide hormone",0.0454411905218751,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.34255029898921
"regulation of biological quality",0.0460695985728661,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.33658557195285
"system process",0.0475429501472572,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.32291387281983
"developmental growth",0.0482142327042698,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.31682474033993
"regulation of cytoskeleton organization",0.0496752718247533,"EXvsHFD","majorSC","Overlap_MS","richR_GO",1.30385974773768
"cell migration",0.00669781160898258,"EXvsHFD","majorSC","Overlap_All3","richR_GO",2.17406707213356
"regulation of cell migration",0.00669781160898258,"EXvsHFD","majorSC","Overlap_All3","richR_GO",2.17406707213356
"regulation of cell motility",0.00669781160898258,"EXvsHFD","majorSC","Overlap_All3","richR_GO",2.17406707213356
"cell motility",0.00669781160898258,"EXvsHFD","majorSC","Overlap_All3","richR_GO",2.17406707213356
"regulation of locomotion",0.00669781160898258,"EXvsHFD","majorSC","Overlap_All3","richR_GO",2.17406707213356
"locomotion",0.0118717777900842,"EXvsHFD","majorSC","Overlap_All3","richR_GO",1.92548424089283
"blood vessel development",0.0145828756822581,"EXvsHFD","majorSC","Overlap_All3","richR_GO",1.83615682651255
"regulation of cell adhesion",0.0145828756822581,"EXvsHFD","majorSC","Overlap_All3","richR_GO",1.83615682651255
"vasculature development",0.0145828756822581,"EXvsHFD","majorSC","Overlap_All3","richR_GO",1.83615682651255
"negative regulation of cell adhesion",0.0145828756822581,"EXvsHFD","majorSC","Overlap_All3","richR_GO",1.83615682651255
"positive regulation of epithelial to mesenchymal transition",0.0145828756822581,"EXvsHFD","majorSC","Overlap_All3","richR_GO",1.83615682651255
"response to endogenous stimulus",0.0145828756822581,"EXvsHFD","majorSC","Overlap_All3","richR_GO",1.83615682651255
"negative regulation of cell-substrate adhesion",0.0145828756822581,"EXvsHFD","majorSC","Overlap_All3","richR_GO",1.83615682651255
"collagen biosynthetic process",0.0145828756822581,"EXvsHFD","majorSC","Overlap_All3","richR_GO",1.83615682651255
"negative regulation of exit from mitosis",0.0145828756822581,"EXvsHFD","majorSC","Overlap_All3","richR_GO",1.83615682651255
"rhombomere formation",0.0145828756822581,"EXvsHFD","majorSC","Overlap_All3","richR_GO",1.83615682651255
"rhombomere structural organization",0.0145828756822581,"EXvsHFD","majorSC","Overlap_All3","richR_GO",1.83615682651255
"rhombomere 3 structural organization",0.0145828756822581,"EXvsHFD","majorSC","Overlap_All3","richR_GO",1.83615682651255
"rhombomere 3 formation",0.0145828756822581,"EXvsHFD","majorSC","Overlap_All3","richR_GO",1.83615682651255
"rhombomere 5 morphogenesis",0.0145828756822581,"EXvsHFD","majorSC","Overlap_All3","richR_GO",1.83615682651255
