"","Annot","Term","Annotated","Significant","RichFactor","FoldEnrichment","zscore","Pvalue","Padj","GeneID"
"GO:0046324","GO:0046324","regulation of D-glucose import",60,7,0.116666666666667,3.65044370493622,3.73620270867265,0.00292744919664381,0.0250717560586426,"IGF1, GPC3, ENPP1, RHOQ, PEA15, AKT2, OSBPL8"
"GO:0032092","GO:0032092","positive regulation of protein binding",45,6,0.133333333333333,4.17193566278425,3.87073245150535,0.00293282927433979,0.0250852124685738,"B2M, EPB41, DACT1, LRP1, ANXA2, LRRK2"
"GO:0006714","GO:0006714","sesquiterpenoid metabolic process",3,2,0.666666666666667,20.8596783139212,6.2504279964409,0.00299433653525176,0.0252505767236467,"AKR1C3, ALDH3A2"
"GO:0016557","GO:0016557","peroxisome membrane biogenesis",3,2,0.666666666666667,20.8596783139212,6.2504279964409,0.00299433653525176,0.0252505767236467,"PEX11A, PEX19"
"GO:0018201","GO:0018201","peptidyl-glycine modification",3,2,0.666666666666667,20.8596783139212,6.2504279964409,0.00299433653525176,0.0252505767236467,"NMT2, NMT1"
"GO:0030505","GO:0030505","inorganic diphosphate transport",3,2,0.666666666666667,20.8596783139212,6.2504279964409,0.00299433653525176,0.0252505767236467,"ENPP1, ANKH"
"GO:0032417","GO:0032417","positive regulation of sodium:proton antiporter activity",3,2,0.666666666666667,20.8596783139212,6.2504279964409,0.00299433653525176,0.0252505767236467,"CHP1, ACTN4"
"GO:0061740","GO:0061740","protein targeting to lysosome involved in chaperone-mediated autophagy",3,2,0.666666666666667,20.8596783139212,6.2504279964409,0.00299433653525176,0.0252505767236467,"HSPA8, CLU"
"GO:0071288","GO:0071288","cellular response to mercury ion",3,2,0.666666666666667,20.8596783139212,6.2504279964409,0.00299433653525176,0.0252505767236467,"AQP1, SLC1A1"
"GO:0090244","GO:0090244","Wnt signaling pathway involved in somitogenesis",3,2,0.666666666666667,20.8596783139212,6.2504279964409,0.00299433653525176,0.0252505767236467,"SFRP2, SFRP1"
"GO:1903165","GO:1903165","response to polycyclic arene",3,2,0.666666666666667,20.8596783139212,6.2504279964409,0.00299433653525176,0.0252505767236467,"EPHX1, CYP1B1"
"GO:1904693","GO:1904693","midbrain morphogenesis",3,2,0.666666666666667,20.8596783139212,6.2504279964409,0.00299433653525176,0.0252505767236467,"SOS1, FZD3"
"GO:1904956","GO:1904956","regulation of midbrain dopaminergic neuron differentiation",3,2,0.666666666666667,20.8596783139212,6.2504279964409,0.00299433653525176,0.0252505767236467,"SFRP2, SFRP1"
"GO:0090090","GO:0090090","negative regulation of canonical Wnt signaling pathway",149,12,0.0805369127516778,2.51996113859451,3.38450605832695,0.00303564016641671,0.0255661459539904,"IGFBP6, GPC3, FZD1, DKK3, TLE2, SOX13, DACT1, SFRP2, SFRP1, APC2, LRP4, DAB2"
"GO:0032386","GO:0032386","regulation of intracellular transport",273,18,0.0659340659340659,2.06304510797023,3.21477672104116,0.0031043263740077,0.0260779253816514,"CD36, ASPH, LCP1, ANGPT1, CHP1, CRYAB, INSIG1, HSP90AA1, MAP2K1, TNNC1, OAZ1, EHD2, SNX3, ATP9A, ANXA2, LRRK2, UHMK1, DAB2"
"GO:0022600","GO:0022600","digestive system process",112,10,0.0892857142857143,2.79370691704302,3.45939326126544,0.00314744581879769,0.026395913191625,"AKR1C1, CD36, PTGER3, ACO1, EPB41, ADRA2A, TJP2, AQP1, SLC2A5, NR1H3"
"GO:0045669","GO:0045669","positive regulation of osteoblast differentiation",77,8,0.103896103896104,3.2508589580137,3.59605966167878,0.00315019553122035,0.026395913191625,"IGF1, DDR2, FZD1, SFRP2, FBN2, JAG1, IL6ST, NPNT"
"GO:0043270","GO:0043270","positive regulation of monoatomic ion transport",210,15,0.0714285714285714,2.23496553363442,3.26998181147188,0.00317089467942716,0.0265019192369381,"ASPH, FHL1, KCNIP2, DMD, CHP1, THY1, ADRA2A, CTSS, P2RY1, ANO6, CXCL12, PKP2, ANK3, SCN4B, ACTN4"
"GO:0051260","GO:0051260","protein homooligomerization",210,15,0.0714285714285714,2.23496553363442,3.26998181147188,0.00317089467942716,0.0265019192369381,"ME1, SLC1A5, MAPT, PXDN, ACACA, SCARA5, B2M, ACACB, KCTD1, ALDH9A1, SHMT1, LETM1, ALDOA, ITPR3, HCN1"
"GO:0008203","GO:0008203","cholesterol metabolic process",150,12,0.08,2.50316139767055,3.35840108003781,0.0032065914718992,0.0267663009302004,"ACAA2, TSKU, LIPE, CAT, INSIG1, ACLY, DHCR24, VLDLR, DHCR7, EBP, MVD, SREBF2"
"GO:0060612","GO:0060612","adipose tissue development",61,7,0.114754098360656,3.59060036551103,3.68224894165503,0.00321777540203627,0.0268256567060897,"PPARG, LPL, COL6A1, EBF2, UBB, PGRMC2, ABHD15"
"GO:2000649","GO:2000649","regulation of sodium ion transmembrane transporter activity",32,5,0.15625,4.88898710482529,4.00058586390006,0.0032301780329546,0.0268950095133236,"DMD, CHP1, ANK3, SCN4B, ACTN4"
"GO:0007565","GO:0007565","female pregnancy",190,14,0.0736842105263158,2.3055433925913,3.28636302112119,0.00324555846077546,0.0269889495235696,"AR, CTSB, ITGB4, ADRA2A, CLIC5, FBN2, MMP2, FOS, NR2F2, ADM, ARHGDIB, ACSL4, FBLN1, PAPPA"
"GO:1990000","GO:1990000","amyloid fibril formation",46,6,0.130434782608696,4.08124140924546,3.8017078866907,0.0032833870786246,0.0270240347097303,"CD36, MAPT, CRYAB, B2M, GSN, CLU"
"GO:0019530","GO:0019530","taurine metabolic process",10,3,0.3,9.38685524126456,4.82010973898698,0.00329491343333031,0.0270240347097303,"GHR, STAT5A, PHGDH"
"GO:0019694","GO:0019694","alkanesulfonate metabolic process",10,3,0.3,9.38685524126456,4.82010973898698,0.00329491343333031,0.0270240347097303,"GHR, STAT5A, PHGDH"
"GO:0030638","GO:0030638","polyketide metabolic process",10,3,0.3,9.38685524126456,4.82010973898698,0.00329491343333031,0.0270240347097303,"AKR1C1, AKR1C2, AKR1C3"
"GO:0030647","GO:0030647","aminoglycoside antibiotic metabolic process",10,3,0.3,9.38685524126456,4.82010973898698,0.00329491343333031,0.0270240347097303,"AKR1C1, AKR1C2, AKR1C3"
"GO:0035723","GO:0035723","interleukin-15-mediated signaling pathway",10,3,0.3,9.38685524126456,4.82010973898698,0.00329491343333031,0.0270240347097303,"JAK1, STAT5A, CD4"
"GO:0038060","GO:0038060","nitric oxide-cGMP-mediated signaling",10,3,0.3,9.38685524126456,4.82010973898698,0.00329491343333031,0.0270240347097303,"CD36, ATP2B4, THBS1"
"GO:0038129","GO:0038129","ERBB3 signaling pathway",10,3,0.3,9.38685524126456,4.82010973898698,0.00329491343333031,0.0270240347097303,"MAP2K1, RTN4, ERBB2"
"GO:0044598","GO:0044598","doxorubicin metabolic process",10,3,0.3,9.38685524126456,4.82010973898698,0.00329491343333031,0.0270240347097303,"AKR1C1, AKR1C2, AKR1C3"
"GO:0071350","GO:0071350","cellular response to interleukin-15",10,3,0.3,9.38685524126456,4.82010973898698,0.00329491343333031,0.0270240347097303,"JAK1, STAT5A, CD4"
"GO:0072203","GO:0072203","cell proliferation involved in metanephros development",10,3,0.3,9.38685524126456,4.82010973898698,0.00329491343333031,0.0270240347097303,"GPC3, PTCH1, STAT1"
"GO:0055093","GO:0055093","response to hyperoxia",20,4,0.2,6.25790349417637,4.2746538510254,0.00332774353852114,0.027197589131761,"CAT, BNIP3, MMP2, COL1A1"
"GO:1902001","GO:1902001","fatty acid transmembrane transport",20,4,0.2,6.25790349417637,4.2746538510254,0.00332774353852114,0.027197589131761,"ACSL1, CD36, THBS1, AKT2"
"GO:0048588","GO:0048588","developmental cell growth",232,16,0.0689655172413793,2.15789775661254,3.22442380988153,0.00332846292745208,0.027197589131761,"PLXNA4, IGF1, MAPT, SEMA3G, DCLK1, SLC23A2, SLIT3, SEMA6D, CXCL12, ITGB1, RTN4, CLASP2, SORBS2, L1CAM, POSTN, AUTS2"
"GO:0009267","GO:0009267","cellular response to starvation",191,14,0.0732984293193717,2.29347248477668,3.26462248398404,0.00340265265052918,0.0276665066128212,"PLIN2, PDK4, PAK3, YWHAG, PAK4, SFRP1, SESN3, SREBF2, CPEB4, HSPA8, AKR1C3, FOS, LRRK2, YWHAZ"
"GO:0061138","GO:0061138","morphogenesis of a branching epithelium",191,14,0.0732984293193717,2.29347248477668,3.26462248398404,0.00340265265052918,0.0276665066128212,"AR, LAMA5, GPC3, SIX1, PTCH1, SFRP2, SFRP1, FOXD1, NTN4, ADM, FZD5, TNC, NPNT, GRB2"
"GO:0010827","GO:0010827","regulation of D-glucose transmembrane transport",78,8,0.102564102564103,3.20918127906481,3.55241335620978,0.00341436099320571,0.0277073694796757,"IGF1, GPC3, C3, ENPP1, RHOQ, PEA15, AKT2, OSBPL8"
"GO:0014902","GO:0014902","myotube differentiation",132,11,0.0833333333333333,2.60745978924015,3.36743311706229,0.00342875043075321,0.0277758306727437,"IGF1, ADAMTS5, PLEC, SIX1, COL6A1, GPX1, BHLHE41, CD9, DOCK5, ITGB1, EHD2"
"GO:0051259","GO:0051259","protein complex oligomerization",276,18,0.0652173913043478,2.04062070462273,3.16446252381984,0.00348411152011358,0.0281253954485413,"COL6A1, ME1, SLC1A5, MAPT, PXDN, ACACA, BOK, SCARA5, B2M, ACACB, KCTD1, ALDH9A1, SHMT1, LETM1, ALDOA, ITPR3, COL1A2, HCN1"
"GO:0097305","GO:0097305","response to alcohol",276,18,0.0652173913043478,2.04062070462273,3.16446252381984,0.00348411152011358,0.0281253954485413,"AKR1C2, GHR, NQO1, CAT, ACACA, ADRA2A, PTCH1, SLC23A2, SETD7, SLIT3, SFRP1, AKR1C3, CYP1B1, FOS, INHBA, MAOB, TNC, ST6GAL1"
"GO:0002687","GO:0002687","positive regulation of leukocyte migration",152,12,0.0789473684210526,2.47022506349067,3.30681740460259,0.00357185478041652,0.0287934340071275,"THBS4, LYVE1, LGMN, THY1, ANO6, IL1R1, CXCL12, THBS1, RTN4, NCKAP1L, JAM3, VEGFB"
"GO:0031400","GO:0031400","negative regulation of protein modification process",321,20,0.0623052959501558,1.94950264616086,3.11766652238907,0.00360350485202106,0.0290130598476904,"DMTN, DMD, PTPN13, MAPT, CHP1, YWHAG, THY1, DCUN1D3, SFRP2, SFRP1, ATP2B4, ENPP1, KLHL31, TRIB2, NR2F2, ITGB1BP1, SQSTM1, FBLN1, IGFBP3, DNAJC10"
"GO:0045834","GO:0045834","positive regulation of lipid metabolic process",133,11,0.0827067669172932,2.5878548284188,3.33902860009767,0.0036332051158719,0.0292164699549846,"PPARG, PNPLA2, CHP1, ELOVL5, LPGAT1, CCDC3, SREBF2, ADM, AKT2, NR1H3, DAB2"
"GO:1901568","GO:1901568","fatty acid derivative metabolic process",79,8,0.10126582278481,3.16855873122854,3.5094670452388,0.00369538129155938,0.0296802209587927,"ACSL1, FASN, ACACA, ELOVL5, DGAT1, AACS, ALDH3A2, ACSL4"
"GO:0051896","GO:0051896","regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction",278,18,0.0647482014388489,2.02593998012904,3.13127164524281,0.00375811267708564,0.0301472960917004,"IGF1, ANGPT1, AKR1C2, DDR2, PLXNB1, PTPN13, GPX1, CAT, SESN3, AKR1C3, ITGB1, NTRK2, THBS1, RTN4, ITGB1BP1, PROS1, VEGFB, OSBPL8"
"GO:0051100","GO:0051100","negative regulation of binding",97,9,0.0927835051546392,2.90315110554574,3.4144786533056,0.00385680515382275,0.0309013610013098,"PTPRF, B2M, DACT1, PEX19, NFIB, ITGB1BP1, LRRK2, CSNK1E, DAB2"
"GO:0008347","GO:0008347","glial cell migration",63,7,0.111111111111111,3.47661305232021,3.57766283261437,0.00386382984143593,0.0309200283544314,"COL3A1, MATN2, CD9, P2RY1, RTN4, SYNE2, APCDD1"
"GO:0002685","GO:0002685","regulation of leukocyte migration",236,16,0.0677966101694915,2.12132321836487,3.14971676493934,0.00393139339198412,0.0314225204849604,"THBS4, ANXA1, LYVE1, HMOX1, LGMN, THY1, CD9, ANO6, CYP19A1, IL1R1, CXCL12, THBS1, RTN4, NCKAP1L, JAM3, VEGFB"
"GO:0032970","GO:0032970","regulation of actin filament-based process",392,23,0.0586734693877551,1.83586454548542,3.03875443089041,0.00396461504935416,0.0316496420788442,"DMTN, PAK3, KANK1, MTSS1, TJP1, ARHGEF10, GSN, LRP1, STMN1, SFRP1, TNNC1, CXCL12, PKP2, CLASP2, ITGB1BP1, TMOD1, NCKAP1L, RHOQ, JAM3, ACTA2, S1PR1, ARHGEF26, GRB2"
"GO:0010566","GO:0010566","regulation of ketone biosynthetic process",21,4,0.19047619047619,5.95990808969178,4.13207485319192,0.00400813778654452,0.031885897031301,"DKK3, AKR1C3, ADM, DAB2"
"GO:0140354","GO:0140354","lipid import into cell",21,4,0.19047619047619,5.95990808969178,4.13207485319192,0.00400813778654452,0.031885897031301,"ACSL1, CD36, THBS1, AKT2"
"GO:0019318","GO:0019318","hexose metabolic process",237,16,0.0675105485232067,2.1123724874857,3.1312719814818,0.00409535785842982,0.0325356174374171,"IGF1, PDK4, FBN1, PFKFB3, PC, ACACB, ALDOC, GPD1, FUT8, BCL2L13, ALDOA, ENO1, HK1, AKT2, SLC35B4, IGFBP3"
"GO:0001822","GO:0001822","kidney development",325,20,0.0615384615384615,1.92550876743888,3.05808940502463,0.00413644798684233,0.0328224655919802,"ANGPT1, LAMA5, GPC3, SERPINF1, SIX1, FBN1, MTSS1, CAT, GFRA1, PTCH1, SFRP1, FOXD1, JAG1, LRP4, AQP1, LRRK2, ACTA2, ITGA8, NPNT, STAT1"
"GO:0072073","GO:0072073","kidney epithelium development",155,12,0.0774193548387097,2.42241425581021,3.23095917962185,0.00418194578500046,0.0331435558844922,"LAMA5, GPC3, SIX1, MTSS1, CAT, PTCH1, SFRP1, FOXD1, JAG1, AQP1, NPNT, STAT1"
"GO:0045620","GO:0045620","negative regulation of lymphocyte differentiation",64,7,0.109375,3.4222909733777,3.52694641355688,0.00422156656571213,0.0334083565022848,"ANXA1, FGL2, STAT5A, SFRP1, DTX1, INHBA, ERBB2"
"GO:0006099","GO:0006099","tricarboxylic acid cycle",34,5,0.147058823529412,4.60139962807086,3.81896794338205,0.0042356479926219,0.0334083565022848,"IDH1, ACO1, COL6A1, CS, MDH1"
"GO:0051450","GO:0051450","myoblast proliferation",34,5,0.147058823529412,4.60139962807086,3.81896794338205,0.0042356479926219,0.0334083565022848,"IGF1, SIX1, GPX1, FOS, MALAT1"
"GO:1901889","GO:1901889","negative regulation of cell junction assembly",34,5,0.147058823529412,4.60139962807086,3.81896794338205,0.0042356479926219,0.0334083565022848,"DMTN, PTPN13, THBS1, CLASP2, ITGB1BP1"
"GO:0051384","GO:0051384","response to glucocorticoid",136,11,0.0808823529411765,2.53076979543897,3.25535049288487,0.00430566560030045,0.0339199923966253,"ANXA1, PTGDS, SERPINF1, GHR, SLIT3, CYP1B1, FOS, ADM, MAOB, AQP1, PAPPA"
"GO:0050900","GO:0050900","leukocyte migration",395,23,0.0582278481012658,1.82192127045641,2.99972067968524,0.00434666991020873,0.0342021123400654,"THBS4, PLEC, ANXA1, SOS1, LYVE1, HMOX1, ITGA6, LGMN, THY1, CD9, ITGB2, ANO6, CYP19A1, IL1R1, CXCL12, ITGB1, MMP2, THBS1, RTN4, NCKAP1L, JAM3, VEGFB, S1PR1"
"GO:0050730","GO:0050730","regulation of peptidyl-tyrosine phosphorylation",156,12,0.0769230769230769,2.4068859592986,3.20606530210304,0.00440293362198646,0.0344375949810307,"CD36, IGF1, DMTN, THBS4, ANGPT1, GFRA1, ITGB2, SFRP2, SFRP1, CD4, LRP4, VEGFB"
"GO:0062013","GO:0062013","positive regulation of small molecule metabolic process",156,12,0.0769230769230769,2.4068859592986,3.20606530210304,0.00440293362198646,0.0344375949810307,"IGF1, PPARG, ELOVL5, GPD1, LPGAT1, SREBF2, P2RY1, ENO1, ADM, AKT2, NR1H3, DAB2"
"GO:0042982","GO:0042982","amyloid precursor protein metabolic process",99,9,0.0909090909090909,2.84450158826199,3.3433751458893,0.00441758923858069,0.0344375949810307,"IGF1, SPON1, RTN3, ITM2A, DHCR24, NTRK2, RTN4, CLU, CSNK1E"
"GO:0002604","GO:0002604","regulation of dendritic cell antigen processing and presentation",11,3,0.272727272727273,8.53350476478596,4.54111753314494,0.00442365705343941,0.0344375949810307,"CD68, FGL2, THBS1"
"GO:0015791","GO:0015791","polyol transmembrane transport",11,3,0.272727272727273,8.53350476478596,4.54111753314494,0.00442365705343941,0.0344375949810307,"AQP7, AQP1, SLC5A3"
"GO:0070672","GO:0070672","response to interleukin-15",11,3,0.272727272727273,8.53350476478596,4.54111753314494,0.00442365705343941,0.0344375949810307,"JAK1, STAT5A, CD4"
"GO:0090557","GO:0090557","establishment of endothelial intestinal barrier",11,3,0.272727272727273,8.53350476478596,4.54111753314494,0.00442365705343941,0.0344375949810307,"FASN, TJP1, TJP2"
"GO:0030111","GO:0030111","regulation of Wnt signaling pathway",350,21,0.06,1.87737104825291,3.01050422180738,0.00447668038742632,0.0347990727118308,"IGFBP6, GPC3, FZD1, TSKU, KANK1, DKK3, TLE2, SOX13, DACT1, LRP1, SFRP2, SFRP1, PLEKHA4, APC2, COL1A1, LRP4, APCDD1, SNX3, LRRK2, CSNK1E, DAB2"
"GO:1902903","GO:1902903","regulation of supramolecular fiber organization",396,23,0.0580808080808081,1.81732045916738,2.98678394554861,0.00448065801087648,0.0347990727118308,"DMTN, PAK3, COL6A1, KANK1, MTSS1, MAPT, GPX1, CRYAB, TJP1, ARHGEF10, GSN, STMN1, SFRP1, HSPA8, CXCL12, APC2, CLASP2, ITGB1BP1, TMOD1, NCKAP1L, CLU, S1PR1, GRB2"
"GO:1902041","GO:1902041","regulation of extrinsic apoptotic signaling pathway via death domain receptors",49,6,0.122448979591837,3.83136948623043,3.60581481841443,0.00452289774728302,0.0350444759571835,"HMOX1, GPX1, SFRP2, SFRP1, THBS1, PEA15"
"GO:1905710","GO:1905710","positive regulation of membrane permeability",49,6,0.122448979591837,3.83136948623043,3.60581481841443,0.00452289774728302,0.0350444759571835,"ACAA2, BOK, BNIP3, BNIP3L, SPG7, JAM3"
"GO:0022617","GO:0022617","extracellular matrix disassembly",65,7,0.107692307692308,3.36964034301805,3.47722876779644,0.0046037990427891,0.0356294012876722,"ADAMTS5, LCP1, DDR2, LRP1, CTSS, MMP2, CLASP2"
"GO:0030500","GO:0030500","regulation of bone mineralization",82,8,0.0975609756097561,3.05263585081774,3.38462112924108,0.00464663824613108,0.0358766230820859,"DDR2, SGMS2, FBN2, ANO6, ENPP1, RXRA, ANKH, S1PR1"
"GO:0030516","GO:0030516","regulation of axon extension",82,8,0.0975609756097561,3.05263585081774,3.38462112924108,0.00464663824613108,0.0358766230820859,"PLXNA4, MAPT, SEMA3G, SEMA6D, CXCL12, RTN4, CLASP2, L1CAM"
"GO:0043648","GO:0043648","dicarboxylic acid metabolic process",100,9,0.09,2.81605657237937,3.30848721528412,0.00472080328984999,0.0364065696334333,"IDH1, MTHFD1, COL6A1, ME1, GPT2, ACLY, SHMT1, MDH1, ALDH1L1"
"GO:0018149","GO:0018149","peptide cross-linking",22,4,0.181818181818182,5.68900317652398,3.99841927111146,0.00477670244548839,0.0366605179519956,"COL3A1, F13A1, ANXA1, THBS1"
"GO:0071498","GO:0071498","cellular response to fluid shear stress",22,4,0.181818181818182,5.68900317652398,3.99841927111146,0.00477670244548839,0.0366605179519956,"PLEC, MTSS1, SREBF2, MMP2"
"GO:1902307","GO:1902307","positive regulation of sodium ion transmembrane transport",22,4,0.181818181818182,5.68900317652398,3.99841927111146,0.00477670244548839,0.0366605179519956,"DMD, CHP1, ANK3, ACTN4"
"GO:1902644","GO:1902644","tertiary alcohol metabolic process",22,4,0.181818181818182,5.68900317652398,3.99841927111146,0.00477670244548839,0.0366605179519956,"AKR1C1, AKR1C2, DKK3, AKR1C3"
"GO:0042176","GO:0042176","regulation of protein catabolic process",375,22,0.0586666666666667,1.83565169162507,2.9700051799317,0.00478156467062925,0.0366605179519956,"GPC3, TIMP4, NQO1, PLK2, GPX1, UBB, HSP90AA1, ADRA2A, DACT1, LRP1, RHBDF1, MYCBP2, TRIB2, NUPR1, OAZ1, NSF, SNX3, CLU, ANXA2, LRRK2, CSNK1E, DAB2"
"GO:0034612","GO:0034612","response to tumor necrosis factor",241,16,0.0663900414937759,2.07731236321207,3.05839326815428,0.00480825014566971,0.0368222505341636,"TNFRSF21, ASAH1, GPD1, FABP4, NFKBIA, CCDC3, SFRP1, THBS1, CYP1B1, FOS, COL1A1, HYAL1, POSTN, NPNT, STAT1, ACTN4"
"GO:0048333","GO:0048333","mesodermal cell differentiation",35,5,0.142857142857143,4.46993106726884,3.73337553335705,0.00481404441850599,0.0368238055055522,"ITGB4, SFRP2, ITGB1, INHBA, ITGA8"
"GO:0010721","GO:0010721","negative regulation of cell development",285,18,0.0631578947368421,1.97618005079254,3.01724662966633,0.00486127499274194,0.0370989074185381,"IGF1, CDKN2B, ANXA1, C1QC, FBN1, FGL2, SEMA3G, B2M, THY1, STAT5A, SFRP1, SEMA6D, DTX1, PRDM16, RTN4, INHBA, ERBB2, LRP4"
"GO:2001233","GO:2001233","regulation of apoptotic signaling pathway",399,23,0.0576441102756892,1.80365639556462,2.94819420394448,0.00490345283737949,0.0373774772997469,"IGF1, AR, PPARG, FZD1, ACAA2, HMOX1, ITGA6, GPX1, BOK, UBB, SFRP2, SFRP1, CXCL12, ENO1, NUPR1, MMP2, THBS1, INHBA, PEA15, CLU, LRRK2, NR4A2, PPP2R1B"
"GO:0046434","GO:0046434","organophosphate catabolic process",242,16,0.0661157024793388,2.0687284278269,3.04039427526969,0.00500143892104913,0.0378510330611742,"IDH1, IGF1, COL6A1, PFKFB3, ALDOC, GPD1, BCL2L13, ALDOA, ENPP1, ENO1, PDE1A, NUPR1, HK1, SLC4A1, LDHA, PDE8B"
"GO:0014823","GO:0014823","response to activity",83,8,0.0963855421686747,3.01585710562717,3.34427215928124,0.00500218712959388,0.0378510330611742,"COL6A1, CAT, ABCC9, ITGB1, MMP2, FOS, ANXA2, POSTN"
"GO:0042181","GO:0042181","ketone biosynthetic process",50,6,0.12,3.75474209650582,3.54393997515645,0.00500384899571449,0.0378510330611742,"DKK3, CYP19A1, AKR1C3, INHBA, ADM, DAB2"
"GO:0043114","GO:0043114","regulation of vascular permeability",50,6,0.12,3.75474209650582,3.54393997515645,0.00500384899571449,0.0378510330611742,"PLEC, ANGPT1, TJP1, NPR1, TJP2, ADM"
"GO:0001655","GO:0001655","urogenital system development",66,7,0.106060606060606,3.31858518630565,3.42847323010102,0.00501155493916549,0.0378510330611742,"AR, SERPINF1, PTCH1, SFRP1, CYP19A1, MMP2, TNC"
"GO:0006949","GO:0006949","syncytium formation",66,7,0.106060606060606,3.31858518630565,3.42847323010102,0.00501155493916549,0.0378510330611742,"ADAMTS5, CD9, CYP19A1, DOCK5, ITGB1, EHD2, SH3PXD2A"
"GO:0045744","GO:0045744","negative regulation of G protein-coupled receptor signaling pathway",66,7,0.106060606060606,3.31858518630565,3.42847323010102,0.00501155493916549,0.0378510330611742,"PALM, BICD1, STMN1, SLIT3, YWHAB, ATP2B4, ADM"
"GO:2000351","GO:2000351","regulation of endothelial cell apoptotic process",66,7,0.106060606060606,3.31858518630565,3.42847323010102,0.00501155493916549,0.0378510330611742,"CD248, ANGPT1, PAK4, ANO6, AKR1C3, THBS1, ANGPTL4"
"GO:0010596","GO:0010596","negative regulation of endothelial cell migration",101,9,0.0891089108910891,2.78817482413799,3.27402777909821,0.00503995279129931,0.0380219118940404,"PPARG, SERPINF1, ATP2B4, THBS1, NR2F2, ITGB1BP1, STARD13, MEOX2, MMRN1"
"GO:0072522","GO:0072522","purine-containing compound biosynthetic process",264,17,0.0643939393939394,2.01485529168557,3.01729970912504,0.00504827204463815,0.0380410980388866,"ACSL1, PDK4, ACSS2, MTHFD1, FASN, ACACA, ELOVL5, ACACB, NPR1, NME4, ACLY, SHMT1, ALDOA, ENO1, ACSL4, PAPSS2, IMPDH1"
"GO:0051592","GO:0051592","response to calcium ion",139,11,0.079136690647482,2.47614886460216,3.17388268490308,0.00507358768291954,0.038188169691095,"ASPH, KCNIP2, KCNMA1, LGMN, ABCC9, ITPR3, AKR1C3, THBS1, FOS, HCN1, RASGRP2"
"GO:1902106","GO:1902106","negative regulation of leukocyte differentiation",120,10,0.0833333333333333,2.60745978924015,3.20969032828731,0.00515193195457759,0.0387335888731141,"ANXA1, C1QC, FBN1, FGL2, STAT5A, SFRP1, DTX1, PRDM16, INHBA, ERBB2"
"GO:2001234","GO:2001234","negative regulation of apoptotic signaling pathway",243,16,0.065843621399177,2.06021514211568,3.0224818322506,0.0052009029604076,0.0390126957827385,"IGF1, AR, FZD1, ACAA2, HMOX1, ITGA6, GPX1, BOK, SFRP2, CXCL12, ENO1, THBS1, PEA15, CLU, LRRK2, NR4A2"
"GO:0090288","GO:0090288","negative regulation of cellular response to growth factor stimulus",140,11,0.0785714285714286,2.45846208699786,3.14719830435329,0.00535233026811005,0.0401028977767609,"PPARG, FBN1, GPC1, FZD1, CHRDL1, HTRA1, SFRP2, SFRP1, ATP2B4, THBS1, MMRN1"
"GO:0006112","GO:0006112","energy reserve metabolic process",102,9,0.0882352941176471,2.76083977684252,3.23998674163327,0.00537558568035718,0.0402313719214004,"PPP1R1A, IGF1, PYGL, COL6A1, GYS1, ENPP1, AKT2, GBE1, IL6ST"
"GO:0007612","GO:0007612","learning",160,12,0.075,2.34671381031614,3.10837247860171,0.00538217098816863,0.0402349354461732,"PRKAR2B, LGMN, SYT11, ITGB1, NTRK2, FOS, ARF4, PPP1R1B, EN1, SLC1A1, PDE8B, PDE1B"
"GO:0045185","GO:0045185","maintenance of protein location",67,7,0.104477611940299,3.26905406412199,3.38064502813935,0.00544586860658236,0.0406223970474416,"FBN1, INSIG1, FBN2, CD4, PKP2, HK1, ANK3"
"GO:0019934","GO:0019934","cGMP-mediated signaling",36,5,0.138888888888889,4.34576631540026,3.65094450389105,0.0054463371686746,0.0406223970474416,"CD36, NPR1, ATP2B4, THBS1, AQP1"
"GO:0003254","GO:0003254","regulation of membrane depolarization",51,6,0.117647058823529,3.68111970245669,3.48364009298418,0.00552128580791365,0.041041973285462,"FHL1, BOK, B2M, ANK3, LRRK2, HCN1"
"GO:0014911","GO:0014911","positive regulation of smooth muscle cell migration",51,6,0.117647058823529,3.68111970245669,3.48364009298418,0.00552128580791365,0.041041973285462,"IGF1, DDR2, DOCK5, SEMA6D, CYP1B1, POSTN"
"GO:1902305","GO:1902305","regulation of sodium ion transmembrane transport",51,6,0.117647058823529,3.68111970245669,3.48364009298418,0.00552128580791365,0.041041973285462,"DMD, CHP1, ATP2B4, ANK3, SCN4B, ACTN4"
"GO:0009743","GO:0009743","response to carbohydrate",245,16,0.0653061224489796,2.0433970593229,2.98691324349115,0.00561924845189735,0.0417230781332536,"GPAM, SERPINF1, LPL, ME1, COL6A2, NQO1, GPX1, CAT, COL6A3, ADRA2A, THBS1, COL1A1, MAP2K3, KAT7, SLC2A5, PDE8B"
"GO:0097164","GO:0097164","ammonium ion metabolic process",23,4,0.173913043478261,5.44165521232728,3.87272613847931,0.00563833424447282,0.0417706066750259,"SLC22A3, ALDH2, HNMT, PDE1B"
"GO:0072006","GO:0072006","nephron development",161,12,0.0745341614906832,2.33213794814026,3.08440596821555,0.00565218358651871,0.0418261585402385,"ANGPT1, LAMA5, GPC3, SIX1, MTSS1, PTCH1, FOXD1, JAG1, AQP1, ACTA2, NPNT, STAT1"
